Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS▼,WS/48,OBPM,DBPM,BPM,VORP,Awards
339,Lance Stephenson,31,2TM,SG,46,1,814,13.6,0.536,0.279,0.248,1.6,16,8.7,30.2,1.4,0.4,16.7,22.6,0.4,0.4,0.8,0.048,-1.6,-1.6,-3.2,-0.2,
340,Robin Lopez,33,ORL,C,36,9,612,13.7,0.57,0.03,0.271,11.7,10,10.9,14.4,0.2,2.7,16.5,18.9,0.5,0.3,0.8,0.064,-2.4,-1.4,-3.8,-0.3,
341,Justin Champagnie,20,TOR,SF,36,0,281,13.6,0.571,0.418,0.134,13.5,14.3,13.9,5.4,1.4,1.4,10.1,12,0.5,0.3,0.8,0.138,-1.3,-0.7,-2,0,
342,Dylan Windler,25,CLE,SF,50,0,459,8.8,0.519,0.714,0.184,5.2,16,10.7,10,1.5,0.6,13.1,11.8,0.2,0.6,0.8,0.084,-3,1.2,-1.7,0,
343,Sterling Brown,26,DAL,SG,49,3,628,8.4,0.495,0.594,0.097,4.6,21.8,13.2,7.5,1.1,1,12.5,13.2,-0.1,0.9,0.8,0.061,-3.4,0.5,-2.9,-0.1,
344,Lindy Waters III,24,OKC,SG,25,1,465,13,0.562,0.834,0.029,1.3,15,8.1,8.1,2,1.6,5.8,17.5,0.3,0.5,0.8,0.081,-0.8,-0.8,-1.6,0.1,
345,D.J. Augustin,34,2TM,PG,55,2,883,9.7,0.61,0.739,0.194,1.4,7,4.2,16.8,0.9,0.1,18.9,14.3,0.7,0.1,0.8,0.043,-1.2,-2.4,-3.6,-0.4,
346,Svi Mykhailiuk,24,TOR,SF,56,5,716,9.6,0.509,0.573,0.158,2.9,11.5,7,8.8,1.8,0.5,11.3,16.9,0.1,0.7,0.8,0.052,-2.7,-0.2,-2.9,-0.2,
347,Justise Winslow,25,2TM,PF,48,11,774,13.1,0.479,0.257,0.257,7,20.9,14,16.1,2.2,2.9,14.6,18.9,-0.3,1.1,0.8,0.048,-2.7,1,-1.7,0.1,
348,Marquese Chriss,24,DAL,PF,34,0,346,14.8,0.518,0.187,0.246,10.6,22.5,16.5,7.7,1.9,3.1,10.3,21.5,0.2,0.6,0.8,0.108,-3.8,0,-3.8,-0.2,
349,Naji Marshall,24,NOP,SF,55,4,735,12.3,0.505,0.39,0.346,5.6,16,10.7,12.3,2.2,1,12.9,20.8,0,0.7,0.8,0.05,-2.7,-0.5,-3.2,-0.2,
350,Charles Bassey,21,PHI,C,23,0,168,21.5,0.66,0.085,0.255,14.9,26.1,20.6,6.5,1.5,9.1,13.3,16.1,0.4,0.3,0.8,0.22,-0.4,2.1,1.7,0.2,
351,Luka Garza,23,DET,C,32,5,389,15.6,0.535,0.333,0.415,15.3,12.3,13.9,8.3,1.1,1.4,9.4,21.1,0.5,0.2,0.8,0.093,-0.5,-2,-2.5,-0.1,
352,Frank Jackson,23,DET,PG,53,7,1164,10.6,0.53,0.578,0.215,1.7,6.7,4,7.6,1.1,0.7,6.7,20.9,0.3,0.4,0.7,0.031,-1.8,-1.7,-3.5,-0.4,
353,Donte DiVincenzo,25,2TM,SG,42,1,1006,11.3,0.51,0.649,0.247,4.3,14,9.1,16.1,2.3,0.7,16.2,18.9,-0.1,0.9,0.7,0.035,-1.8,-0.5,-2.3,-0.1,
354,Gary Clark,27,NOP,PF,38,1,378,11.4,0.547,0.795,0.114,6.6,20.1,13.2,6.4,1.7,1.8,9.8,11.6,0.3,0.4,0.7,0.092,0.1,0,0.1,0.2,
355,Brandon Goodwin,26,CLE,PG,36,5,502,11.8,0.501,0.357,0.247,3.1,11.4,7.4,26,2.5,0.2,17.4,18.2,0.1,0.7,0.7,0.069,-2.6,1.1,-1.6,0.1,
356,Rodney Hood,29,2TM,SF,52,0,709,7.2,0.493,0.58,0.121,2.3,9.1,5.8,6.9,1,0.8,6.2,10.7,0.2,0.5,0.7,0.048,-3,-0.3,-3.3,-0.2,
357,Yuta Watanabe,27,TOR,SF,38,4,445,11.5,0.524,0.572,0.29,4.2,19,11.2,6.6,1.2,3.5,10.9,16.8,0.1,0.6,0.7,0.075,-1.9,0,-2,0,
358,Rajon Rondo,35,2TM,PG,39,1,697,10.9,0.496,0.5,0.148,2.4,14.4,8.5,33.1,2.1,0.8,26.6,16,-0.1,0.8,0.7,0.048,-2.4,0.7,-1.7,0.1,
359,Greg Monroe,31,4TM,C,14,0,195,19.5,0.566,0,0.404,16.9,18.8,17.7,16.2,2,4.8,15.2,17.3,0.4,0.3,0.7,0.169,-0.3,0.7,0.4,0.1,
360,Isaiah Livers,23,DET,SF,19,5,383,11.1,0.629,0.711,0.156,4,12.5,8,8,1.7,1.6,13.5,12.4,0.4,0.3,0.7,0.085,-1.3,-0.2,-1.5,0,
361,Jalen Green,19,HOU,SG,67,67,2138,12.5,0.547,0.48,0.247,1.7,10,5.8,13.1,1,0.8,11.3,23.7,0.5,0.2,0.7,0.015,-0.5,-2.4,-2.9,-0.5,ROY-4
362,Brook Lopez,33,MIL,C,13,11,298,16,0.57,0.405,0.176,6.9,11.9,9.4,3,1.3,4.8,7.8,21.9,0.3,0.3,0.7,0.108,-0.7,-0.7,-1.3,0.1,
363,Wenyen Gabriel,24,3TM,PF,26,5,358,12.5,0.549,0.255,0.382,11.8,17.2,14.5,5.6,0.7,2.7,11.1,17.4,0.4,0.3,0.7,0.09,-3.7,-2.1,-5.9,-0.4,
364,Josh Okogie,23,MIN,SG,49,6,516,9,0.526,0.452,0.49,5.9,8.7,7.3,6.2,2.4,2.2,15.4,12.1,0.1,0.5,0.7,0.062,-3.7,0.9,-2.7,-0.1,
365,Udoka Azubuike,22,UTA,C,17,6,195,17.6,0.743,0,0.224,10.5,28.8,19.9,0,0.3,5,18.2,14.7,0.3,0.3,0.6,0.157,-1.8,0.4,-1.4,0,
366,Kessler Edwards,21,BRK,SF,48,23,987,8.3,0.516,0.509,0.071,5,13.8,9.5,4.1,1.4,2.2,13.2,13.8,-0.2,0.9,0.6,0.031,-3.1,-0.8,-3.8,-0.5,
367,Jordan Nwora,23,MIL,SF,62,13,1185,9.9,0.506,0.491,0.093,3.4,16.1,9.9,7,1,1.4,10.6,19.4,-0.4,1.1,0.6,0.025,-2.7,-1.5,-4.1,-0.6,
368,Vit Krejci,21,OKC,SG,30,8,690,8.5,0.529,0.587,0.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,0.1,0.5,0.6,0.042,-4.3,-1,-5.3,-0.6,
369,Ish Wainright,27,PHO,PF,45,0,359,9.4,0.494,0.567,0.115,8.3,7.9,8.1,5.3,2.7,1.5,10.6,14.7,0,0.6,0.6,0.079,-3,1,-2,0,
370,Jaylen Hoard,22,OKC,SF,7,5,240,18,0.536,0.278,0.156,12.7,23.5,18,11.6,1.2,1.9,7.7,18.7,0.3,0.3,0.6,0.118,1.2,-2.1,-0.9,0.1,
371,Lou Williams,35,ATL,PG,56,0,799,12.1,0.5,0.319,0.244,2.2,9.7,6,18.6,1.7,0.3,10.8,21.7,0.2,0.4,0.6,0.034,-2,-1.4,-3.4,-0.3,
372,Sam Hauser,24,BOS,SF,26,0,158,14.8,0.65,0.88,0,3.5,16,9.9,9.1,0.3,1.2,3.8,14.5,0.4,0.2,0.6,0.171,2.7,-0.3,2.3,0.2,
373,Killian Tillie,23,MEM,C,36,3,461,7.6,0.452,0.677,0.063,4.7,9.1,6.8,5.9,2.4,2.9,9.1,12.8,-0.1,0.6,0.6,0.058,-3.8,1.1,-2.7,-0.1,
374,Malcolm Hill,26,2TM,SG,19,0,212,12.7,0.619,0.692,0.269,5.8,12.6,9.2,5,1.6,1.2,4.9,12.7,0.4,0.2,0.6,0.126,-1.1,-0.5,-1.6,0,
375,Matt Thomas,27,CHI,SG,40,0,459,9.9,0.564,0.679,0.149,0.7,11.5,6.1,5.8,0.9,0.6,5.3,14.5,0.3,0.2,0.6,0.058,-1.2,-1.5,-2.6,-0.1,
376,Ish Smith,33,2TM,PG,65,1,1126,12.5,0.465,0.156,0.056,2.4,11.1,6.8,31.5,2,1.8,15,20.1,-0.3,0.9,0.5,0.023,-2.2,-0.6,-2.9,-0.2,
377,Ty Jerome,24,OKC,SG,48,4,801,11.3,0.488,0.567,0.143,2.4,7.7,5,21.3,1.8,0.6,9.6,20.8,0,0.5,0.5,0.032,-2.2,-0.2,-2.3,-0.1,
378,Joe Harris,30,BRK,SF,14,14,423,9.6,0.624,0.71,0.048,1.3,12.8,7.2,4.5,0.8,0.4,11.2,14.5,0.3,0.2,0.5,0.06,-0.9,-0.5,-1.4,0.1,
379,Tyler Cook,24,CHI,PF,20,2,200,13,0.643,0,0.842,9.1,20.7,14.9,2,1,1.7,11.8,13,0.4,0.2,0.5,0.127,-3,-1.1,-4.1,-0.1,
380,Ed Davis,32,CLE,C,31,3,201,9.3,0.632,0,0.875,7.9,26.9,17.6,4.5,0.7,4,18.4,6,0.2,0.3,0.5,0.126,-4.2,2.5,-1.8,0,
381,Usman Garuba,19,HOU,PF,24,2,239,12.9,0.51,0.455,0.159,9.6,28.7,19.1,9.6,2,4.1,11.3,9.4,0.2,0.3,0.5,0.105,-1.8,0.9,-0.9,0.1,
382,Devontae Cacok,25,SAS,PF,15,0,121,20.2,0.675,0,0.226,6.9,29.7,18.2,6.9,3.2,4.9,8.1,12.9,0.3,0.3,0.5,0.206,0.7,3.5,4.2,0.2,
383,KZ Okpala,22,MIA,PF,21,0,244,10.4,0.521,0.377,0.159,5.2,13.7,9.5,8.3,0.8,3,6.3,14.4,0.2,0.3,0.5,0.097,-3.2,0.4,-2.8,-0.1,
384,Terence Davis,24,SAC,SG,30,11,536,14.6,0.543,0.558,0.165,2.2,17,9.5,11.9,2.2,1.8,10.3,25.6,0,0.5,0.5,0.044,-0.6,-0.4,-0.9,0.2,
385,Killian Hayes,20,DET,PG,66,40,1647,9.3,0.461,0.364,0.161,2.2,12,6.9,24.6,2.3,1.9,18.4,15.7,-1,1.5,0.5,0.014,-4.3,0.8,-3.5,-0.6,
386,Paul Millsap,36,2TM,C,33,1,376,10.8,0.458,0.304,0.209,12.3,20.7,16.6,10.4,1.3,3.1,13.1,16.7,0,0.5,0.5,0.061,-3.7,0.2,-3.5,-0.1,
387,Maurice Harkless,28,SAC,SF,47,24,863,7.7,0.561,0.558,0.155,1.5,12.7,7.1,3.6,1.6,2.4,13.8,11.2,-0.1,0.6,0.5,0.026,-3.7,0.4,-3.3,-0.3,
388,Ignas Brazdeikis,23,ORL,SF,42,1,536,10.2,0.52,0.463,0.17,4.5,9.7,7.1,10.7,0.9,0.5,7.8,17.7,0.2,0.3,0.5,0.041,-2.7,-1.6,-4.3,-0.3,
389,Aaron Nesmith,22,BOS,SF,52,3,574,7.3,0.507,0.632,0.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,-0.4,0.9,0.4,0.038,-4.9,0.7,-4.3,-0.3,
390,Victor Oladipo,29,MIA,SG,8,1,173,16.8,0.608,0.493,0.26,2,12.9,7.5,26.3,1.4,0.6,16.4,25.1,0.2,0.2,0.4,0.124,1.8,-0.5,1.3,0.1,
391,Bruno Fernando,23,2TM,C,30,0,152,21.2,0.671,0.036,0.436,13,26.6,19.8,7.5,0.3,6.5,17.6,22.4,0.2,0.2,0.4,0.14,-0.4,0.2,-0.1,0.1,
392,Isaiah Joe,22,PHI,SG,55,1,609,7.7,0.519,0.763,0.175,1.1,9,5.1,8.1,1.1,0.4,9.1,15.5,0,0.4,0.4,0.035,-3.1,-1.5,-4.6,-0.4,
393,Dalano Banton,22,TOR,PG,64,1,696,10,0.463,0.252,0.218,5.6,14.1,9.7,19.8,2,1.4,19.3,16.9,-0.4,0.8,0.4,0.03,-3.5,0.4,-3.1,-0.2,
394,Jared Butler,21,UTA,SG,42,1,360,12.1,0.509,0.583,0.106,1.6,11.8,6.8,26,2.3,2,17.3,23.1,0,0.5,0.4,0.057,-2.3,0.7,-1.6,0,
395,Vlatko Čančar,24,DEN,PF,15,1,176,12.7,0.657,0.293,0.341,5.2,14.1,9.8,13.2,0.6,1.5,16,14,0.3,0.1,0.4,0.114,-0.9,-0.9,-1.7,0,
396,Luke Kornet,26,3TM,C,15,0,103,16.6,0.506,0.185,0.222,14,16.4,15.2,12.4,1.4,2.6,0,12.7,0.2,0.2,0.4,0.194,-0.9,0.4,-0.5,0,
397,Brandon Boston Jr.,20,LAC,SG,51,0,760,11.2,0.481,0.342,0.222,2.4,12.7,7.7,10.1,1.7,1.5,8,22.4,-0.5,0.9,0.4,0.026,-3,-0.4,-3.3,-0.3,
398,Dennis Smith Jr.,24,POR,PG,37,4,638,13.2,0.474,0.143,0.339,3.3,12.2,7.6,30.5,3.4,1.9,19,18.2,-0.1,0.5,0.4,0.031,-2.8,1.2,-1.7,0.1,
399,CJ Elleby,21,POR,SF,58,28,1174,9.2,0.491,0.409,0.273,6,15.6,10.6,10.6,1.5,1.6,14,14.8,-0.1,0.5,0.4,0.016,-3.8,-1.5,-5.3,-1,
400,Markelle Fultz,23,ORL,PG,18,3,360,17.7,0.517,0.097,0.177,1.2,13.2,7.2,48.9,2.7,1.3,17.5,27.5,0,0.4,0.4,0.053,-0.1,0.4,0.2,0.2,
401,Greg Brown III,20,POR,SF,48,6,640,11,0.515,0.321,0.342,6.3,17.3,11.6,8.1,2,3.7,14.1,17.2,-0.1,0.5,0.4,0.029,-4,-0.7,-4.7,-0.4,
402,Tony Snell,30,2TM,SG,53,12,823,6.3,0.541,0.749,0.023,2.1,12,6.9,4.7,1,1.1,9.9,10.1,0.2,0.2,0.4,0.023,-3.4,-0.8,-4.2,-0.5,
403,Reggie Jackson,31,LAC,SG,75,75,2337,12.1,0.488,0.419,0.133,1.8,10.2,6.1,24.6,1.2,0.5,11.8,27.6,-1.7,2,0.4,0.008,-1.4,-1.6,-3,-0.6,
404,Jared Harper,24,NOP,PG,5,0,43,36.9,0.666,0.462,0.154,5,0,2.6,64.1,4.6,2.2,6.7,29.7,0.3,0.1,0.4,0.422,14.2,3.1,17.3,0.2,
405,Theo Pinson,26,DAL,SF,19,0,148,11.9,0.553,0.769,0.256,1.5,14.3,7.9,15.9,1.7,1.2,10.3,14.7,0.2,0.2,0.4,0.122,-1.5,1,-0.5,0.1,
406,D.J. Wilson,25,TOR,PF,4,1,54,27.9,0.773,0.133,0.667,1.9,31.8,16.1,14.6,4.6,1.8,9.3,17,0.2,0.1,0.4,0.328,1.8,3.2,5,0.1,
407,Aleksej Pokusevski,20,OKC,PF,61,12,1233,12,0.485,0.432,0.11,6,20.8,13.3,16.5,1.5,2.9,16.4,20,-1.1,1.5,0.4,0.014,-2.7,0.1,-2.6,-0.2,
408,Josh Giddey,19,OKC,SF,54,54,1700,13.3,0.478,0.318,0.118,5.8,19.8,12.7,32.3,1.5,1.1,19.5,22.2,-1.3,1.7,0.4,0.01,-1.2,0.3,-0.9,0.5,
409,Rayjon Tucker,24,2TM,SG,5,0,71,17.7,0.869,0.556,0.778,4.7,7.5,6.1,18.1,2.7,0,7.6,7.9,0.3,0.1,0.4,0.243,2.3,1.2,3.5,0.1,
410,Goran Dragić,35,2TM,PG,21,8,498,10,0.474,0.417,0.219,2.9,11.3,7.1,22.9,1.9,0.7,17,17.2,-0.1,0.4,0.4,0.034,-2.8,-0.5,-3.3,-0.2,
411,Justin Anderson,28,2TM,SF,16,6,316,10.4,0.493,0.621,0.2,1.4,15,8.1,14.2,1.2,1.7,7.2,15.1,0.2,0.2,0.4,0.054,-1.9,-1.3,-3.2,-0.1,
412,Xavier Moon,27,LAC,SG,10,0,137,16.2,0.545,0.275,0.098,1.6,9,5.4,27,2.5,1.9,10.1,19,0.2,0.2,0.3,0.121,-1.1,1,-0.1,0.1,
413,David Duke Jr.,22,BRK,PG,22,7,341,10,0.444,0.343,0.194,9.8,11.5,10.7,6.6,2,1.8,7.1,15.9,0,0.3,0.3,0.048,-3,-0.9,-3.9,-0.2,
414,Markieff Morris,32,MIA,PF,17,1,298,10.9,0.547,0.342,0.079,6.6,10.5,8.6,12.1,1,0.4,14.5,20.6,0,0.3,0.3,0.054,-1.5,-0.4,-1.9,0,
415,Santi Aldama,21,MEM,PF,32,0,360,10.2,0.452,0.364,0.242,9.4,16.1,12.6,7.7,0.8,2.5,9.9,18.4,-0.1,0.4,0.3,0.044,-4.2,-1.5,-5.7,-0.3,
416,Jabari Parker,26,BOS,PF,12,0,112,14.8,0.632,0.421,0.237,5,21.7,13.5,7.9,1.8,0.8,16,19.6,0.1,0.2,0.3,0.141,-0.3,1.1,0.7,0.1,
417,Terrence Ross,30,ORL,SG,63,0,1448,10,0.515,0.477,0.235,1.5,10.3,5.9,12.5,0.9,0.8,10.9,20.5,-0.5,0.9,0.3,0.011,-2.5,-1.1,-3.7,-0.6,
418,JT Thor,19,CHO,PF,33,0,262,9.7,0.525,0.491,0.364,4.4,13.1,8.7,9.2,1.5,4,13.6,12,0.1,0.2,0.3,0.058,-3.1,0.1,-3,-0.1,
419,Mamadi Diakite,25,OKC,PF,13,3,188,11.6,0.54,0.106,0.234,9.2,23.3,16.1,1.6,1.3,4.5,11.9,13.5,0.1,0.3,0.3,0.08,-5.9,0.9,-5,-0.1,
420,Markus Howard,22,DEN,SG,31,0,176,16.1,0.567,0.693,0.228,1.3,6.1,3.8,6.2,2.5,0,5.9,29.4,0.1,0.2,0.3,0.082,0.8,-2,-1.2,0,
421,Théo Maledon,20,OKC,PG,51,7,908,10.6,0.5,0.473,0.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,-0.5,0.8,0.3,0.015,-3.7,-0.7,-4.4,-0.6,
422,Josh Christopher,20,HOU,SG,74,2,1334,12.2,0.534,0.378,0.226,4.3,11.1,7.7,17.3,2.3,0.9,17.2,21.1,-0.4,0.7,0.3,0.01,-2.2,-1.3,-3.5,-0.5,
423,Skylar Mays,24,ATL,SG,28,5,220,11.7,0.589,0.391,0.141,2.5,9.9,6.2,10.8,1.6,0,12.8,15.5,0.2,0.1,0.3,0.061,-1.2,-0.8,-2,0,
424,PJ Dozier,25,DEN,SG,18,0,340,8.7,0.463,0.485,0.131,4.8,15.6,10.3,11.3,1.6,1.6,11,15.2,-0.1,0.4,0.3,0.038,-3,1,-2,0,
425,Admiral Schofield,24,ORL,SF,38,1,469,7.5,0.538,0.612,0.116,3.8,16.3,10,7.9,0.4,1,13.4,14.5,-0.1,0.3,0.3,0.027,-4.2,-1.2,-5.4,-0.4,
426,Chris Silva,25,2TM,PF,10,0,91,11.6,0.641,0,0.8,16.5,28.2,22.4,10.6,0,1.2,28.3,13.8,0.1,0.1,0.3,0.137,-5,0.1,-4.9,-0.1,
427,Hassani Gravett,25,ORL,PG,8,3,171,10.1,0.629,0.684,0.105,0.6,12.4,6.5,17,1.4,0.5,18.5,12.3,0.1,0.1,0.3,0.071,-2.4,0.2,-2.3,0,
428,Willie Cauley-Stein,28,2TM,C,20,2,183,8.3,0.474,0.057,0.057,7.9,16.4,12.2,7.5,1.7,1.5,16.3,10.6,0,0.3,0.2,0.066,-4.1,1.1,-3,0,
429,Semi Ojeleye,27,2TM,PF,30,0,406,6.7,0.438,0.505,0.293,7.2,12,9.7,2.9,0.8,1.4,7.5,12.8,-0.1,0.3,0.2,0.029,-4.1,-1.6,-5.7,-0.4,
430,Miles McBride,21,NYK,PG,40,2,372,6.1,0.393,0.63,0.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,-0.1,0.4,0.2,0.032,-5.5,1,-4.5,-0.2,
431,Armoni Brooks,23,2TM,SG,54,11,844,8.4,0.483,0.862,0.073,2.5,10.9,6.7,10.4,1.6,1.2,8.3,16.4,-0.1,0.4,0.2,0.014,-2.6,-1.3,-3.9,-0.4,
432,Quinndary Weatherspoon,25,GSW,SG,11,0,73,12,0.647,0.238,0.238,3.1,17.4,10.5,10.1,0.7,1.3,11.5,15.7,0.1,0.1,0.2,0.148,-4.5,0.1,-4.4,0,
433,Reggie Perry,21,2TM,PF,10,1,187,15.6,0.537,0.203,0.19,8.5,19.5,13.8,11.1,2.4,3.2,11.4,22.4,0.1,0.2,0.2,0.058,-3.1,-1,-4.1,-0.1,
434,Kevin Knox,22,2TM,SF,30,0,222,10.9,0.491,0.635,0.259,6.8,14.8,10.7,6.5,0.9,0.8,6.9,20,0.1,0.2,0.2,0.047,-1.9,-2.2,-4.1,-0.1,
435,Braxton Key,24,2TM,SF,11,0,197,13.7,0.508,0.292,0.181,6.8,21.4,13.7,8.9,2.5,5,12.4,19.4,-0.1,0.3,0.2,0.052,-3.8,0.6,-3.3,-0.1,
436,Mason Jones,23,LAL,SG,4,0,51,17.8,0.625,0.267,1,2.1,18.9,10.5,10.9,1.9,0,4.4,19,0.2,0,0.2,0.201,-1.2,0.3,-0.9,0,
437,Cameron Oliver,25,ATL,SF,2,0,43,21.4,0.705,0.2,0.2,5.1,10.1,7.6,11.1,1.1,2.1,0,16.6,0.2,0,0.2,0.219,2.3,-0.5,1.7,0,
438,Trevor Ariza,36,LAL,SF,24,11,462,7,0.449,0.747,0.182,2.3,16.7,9.5,7.5,1.3,1.2,9.3,11,-0.2,0.4,0.2,0.02,-3.3,-0.2,-3.4,-0.2,
439,Lindell Wigginton,23,MIL,PG,19,0,199,10.2,0.524,0.426,0.574,1.6,11.5,6.7,15.7,1.2,0.5,13.6,19,0,0.1,0.2,0.044,-3.2,-1.9,-5,-0.2,
440,Denzel Valentine,28,2TM,SG,24,0,222,8.1,0.523,0.712,0,4.6,16.1,10.4,7,1.8,0,15.4,15.5,-0.1,0.3,0.2,0.039,-3.1,0.4,-2.7,0,
441,Isaiah Thomas,32,3TM,PG,22,1,333,12,0.516,0.497,0.156,1.3,8.1,4.6,15.7,1,1.4,7.8,24.8,0,0.1,0.2,0.026,-1.9,-2.6,-4.5,-0.2,
442,Kris Dunn,27,POR,PG,14,3,336,12.5,0.482,0.108,0.176,2.8,13.6,8,35.1,3.3,0.9,22.5,18.3,-0.1,0.3,0.2,0.024,-4.6,-0.8,-5.4,-0.3,
443,Joe Wieskamp,22,SAS,SG,29,0,205,7.1,0.494,0.768,0.232,2,5.2,3.6,5.5,0.9,1.2,3.1,13.1,0.1,0.1,0.1,0.035,-2.9,-1.1,-3.9,-0.1,
444,Alize Johnson,25,3TM,PF,23,0,167,10.7,0.463,0.103,0.308,18.8,22.1,20.4,7.1,1.5,0,21.3,14.8,0,0.1,0.1,0.041,-3.6,-1.8,-5.5,-0.1,
445,Haywood Highsmith,25,MIA,SF,19,1,163,7,0.446,0.609,0.109,7.1,10.9,9,5.1,0.6,1.9,5.9,14,0,0.2,0.1,0.041,-3.3,-1.3,-4.6,-0.1,
446,Kyle Guy,24,MIA,SG,19,0,186,9.5,0.526,0.615,0.185,2.5,7.8,5.2,13.5,1.9,0.6,15.6,19.9,-0.1,0.2,0.1,0.035,-3.1,-0.3,-3.4,-0.1,
447,Davion Mitchell,23,SAC,PG,75,19,2076,10.8,0.489,0.38,0.101,1.7,7,4.4,22.5,1.3,1,11.5,20.6,-0.5,0.6,0.1,0.003,-2.1,-1.7,-3.8,-0.9,
448,James Ennis III,31,3TM,SF,7,0,56,17.7,0.553,0.333,0.208,9.9,13.1,11.6,7.4,1.7,3.1,7.1,22,0.1,0.1,0.1,0.114,-0.1,-1,-1.1,0,
449,Malik Fitts,24,2TM,PF,15,0,63,10.7,0.553,0.526,0,3.5,25.2,14.7,12.7,0,0,9.5,14.6,0.1,0.1,0.1,0.097,-0.6,-0.5,-1.1,0,
450,Neemias Queta,22,SAC,C,15,0,120,12.7,0.495,0,0.447,12.6,15.6,14.1,7.2,0.4,5.8,11.7,18.4,0,0.1,0.1,0.051,-4.1,-1,-5.1,-0.1,
451,Brandon Knight,30,DAL,PG,5,0,65,13,0.561,0.68,0.32,0,13.7,6.8,18.6,0.8,0,12.3,22.5,0.1,0.1,0.1,0.091,-2.7,-1.9,-4.6,0,
452,Trevelin Queen,24,HOU,SG,10,0,74,18.2,0.619,0.727,0.121,10.3,13.4,11.9,8.8,3.2,1.2,16.8,23.9,0.1,0.1,0.1,0.08,2.7,-0.8,1.9,0.1,
453,Freddie Gillespie,24,ORL,PF,9,2,119,9.5,0.419,0.045,0.318,11.5,20.5,16,5.9,1.2,6.9,16.6,10.9,-0.1,0.2,0.1,0.049,-5.6,1,-4.6,-0.1,
454,Boban Marjanović,33,DAL,C,23,0,128,18.5,0.615,0.057,0.314,6.9,27,16.9,4.8,0,2.1,15.8,33.3,-0.1,0.2,0.1,0.045,-3.2,-1.2,-4.4,-0.1,
455,Jake Layman,27,MIN,SF,34,1,231,9,0.5,0.479,0.247,2.7,14.3,8.4,5.3,1.4,2.1,11,16.4,-0.1,0.2,0.1,0.024,-3.3,-0.6,-3.9,-0.1,
456,Bol Bol,22,DEN,PF,14,0,81,13.5,0.565,0.148,0.185,5.7,21.4,13.8,9.1,0.6,2.2,12,18,0,0.1,0.1,0.065,-0.5,-0.4,-1,0,
457,Sekou Doumbouya,21,LAL,PF,2,0,16,40.7,0.717,0.25,0.5,13.5,26.8,20.2,0,9,11.1,17,31.6,0,0.1,0.1,0.3,8.8,10,18.8,0.1,
458,Devin Cannady,25,ORL,PG,5,0,145,8.6,0.531,0.841,0.159,0.7,3.7,2.2,10,1.7,1.9,9.6,15.5,0,0.1,0.1,0.033,-2.8,-0.4,-3.2,0,
459,Cameron McGriff,24,POR,SF,3,0,46,12.5,0.47,0.429,0.143,13.8,22.3,17.9,9.4,0,2.1,0,14,0.1,0,0.1,0.097,-1,-3,-4,0,
460,Gabriel Deck,26,OKC,PF,7,0,56,11.5,0.643,0.286,0,1.8,9.3,5.5,13.7,0.9,0,12.5,12.3,0.1,0,0.1,0.08,-1.2,-1.3,-2.5,0,
461,B.J. Johnson,26,ORL,SF,4,0,65,12.1,0.52,0.4,0,9.7,14.7,12.2,0,0,1.4,0,16.7,0.1,0,0.1,0.065,-0.7,-3.9,-4.7,0,
462,Isaac Bonga,22,TOR,SF,15,0,69,8.7,0.363,0.308,0.615,6,5,5.5,7.3,5.8,2.8,10.8,11.5,-0.1,0.1,0.1,0.06,-5.4,5,-0.4,0,
463,Marcus Garrett,23,MIA,SG,12,0,128,4.7,0.28,0.19,0.238,8.1,12.2,10.2,7,2,2.5,7.9,8.8,-0.1,0.2,0.1,0.032,-6.4,1,-5.4,-0.1,
464,Devon Dotson,22,CHI,PG,11,0,85,9.8,0.538,0.391,0.391,1.3,10.5,6,23.9,0.6,0,15.6,16.6,0.1,0,0.1,0.048,-3.4,-1.5,-4.9,-0.1,
465,Jarrett Culver,22,MEM,SG,37,0,338,8.7,0.433,0.348,0.252,3.9,11.1,7.4,13,2.8,1.3,11.8,20.6,-0.4,0.5,0.1,0.012,-5.7,0.3,-5.4,-0.3,
466,Ryan Arcidiacono,27,NYK,PG,10,0,76,6.1,0.667,0.75,0,0,11.5,5.7,7.5,0.7,0,20,8.6,0,0.1,0.1,0.052,-4.6,0,-4.6,-0.1,
467,Juwan Morgan,24,2TM,PF,2,0,31,8.3,0.833,0.667,0,6.6,7.4,7,4.2,0,0,0,4.1,0.1,0,0.1,0.124,-3.3,-3.9,-7.1,0,
468,Wes Iwundu,27,ATL,SF,3,1,82,7.1,0.557,0.278,0.222,4,13.3,8.7,0,0.6,0,4.8,11.1,0.1,0,0.1,0.046,-4.1,-2.7,-6.8,-0.1,
469,Nickeil Alexander-Walker,23,2TM,SG,65,21,1466,10.5,0.475,0.497,0.16,2.7,11.5,7.1,16.1,1.5,1.5,11.3,24.1,-1.1,1.1,0.1,0.003,-1.8,-1.1,-2.9,-0.3,
